Coin,classification_open,action_open,action_close,classification_close,count_trades,avg_pnl,total_pnl,win_rate
REQ,Greed,open_long,close_long,Greed,13,0.3717854615384615,4.833211,1.0
REQ,Greed,open_short,close_short,Greed,5,-0.0426732,-0.213366,0.0
REQ,Extreme Greed,open_long,close_long,Extreme Greed,13,0.3717854615384615,4.833211,1.0
REQ,Extreme Greed,open_short,close_short,Extreme Greed,5,-0.0426732,-0.213366,0.0
REZ,Extreme Fear,open_long,close_long,Extreme Fear,8,-0.79794625,-9.575355,0.3333333333333333
REZ,Extreme Fear,open_short,close_short,Extreme Fear,5,-0.171332625,-1.370661,0.0
REZ,Fear,open_long,close_long,Fear,18,11.844869142857144,663.312672,0.9285714285714286
REZ,Fear,open_short,close_short,Fear,7,-0.1864584705882352,-3.169794,0.0
REZ,Neutral,open_long,close_long,Neutral,18,10.34739609375,331.116675,0.875
REZ,Neutral,open_short,close_short,Neutral,7,-0.1770151818181818,-1.947167,0.0
REZ,Greed,open_long,close_long,Greed,14,8.077643166666666,145.39757699999998,0.5555555555555556
REZ,Greed,open_short,close_short,Greed,5,-0.23304325,-1.864346,0.0
REZ,Extreme Greed,open_long,close_long,Extreme Greed,18,6.162730730769231,160.230999,0.6923076923076923
REZ,Extreme Greed,open_short,close_short,Extreme Greed,7,-0.168432,-2.021184,0.0
RLB,Extreme Fear,open_long,close_long,Extreme Fear,1,-0.105242,-0.105242,0.0
RLB,Extreme Fear,open_short,close_short,Extreme Fear,2,37.85894,75.71788000000001,1.0
RLB,Fear,open_long,close_long,Fear,1,-0.105242,-0.105242,0.0
RLB,Fear,open_short,close_short,Fear,2,37.85894,151.43576000000002,1.0
RLB,Neutral,open_long,close_long,Neutral,1,-0.105242,-0.315726,0.0
RLB,Neutral,open_short,close_short,Neutral,2,37.85894,151.43576000000002,1.0
RLB,Greed,open_long,close_long,Greed,0,,0.0,
RLB,Greed,open_short,close_short,Greed,2,37.85894,75.71788000000001,1.0
RLB,Extreme Greed,open_long,close_long,Extreme Greed,1,-0.105242,-0.210484,0.0
RLB,Extreme Greed,open_short,close_short,Extreme Greed,2,37.85894,75.71788000000001,1.0
RNDR,Extreme Fear,open_long,close_long,Extreme Fear,39,91.86660988095238,3858.397615,0.6190476190476191
RNDR,Extreme Fear,open_short,close_short,Extreme Fear,76,82.68599686046511,7110.99573,1.0
RNDR,Fear,open_long,close_long,Fear,55,72.40338493693693,8036.775728,0.6486486486486487
RNDR,Fear,open_short,close_short,Fear,97,87.00951498726114,27320.987706,1.0
RNDR,Neutral,open_long,close_long,Neutral,56,47.92488628282828,4744.563742,0.7171717171717171
RNDR,Neutral,open_short,close_short,Neutral,88,54.82729904242424,9046.504342,1.0
RNDR,Greed,open_long,close_long,Greed,56,84.73386139726027,12371.143764,0.8972602739726028
RNDR,Greed,open_short,close_short,Greed,64,88.99297338961038,13704.917902,1.0
RNDR,Extreme Greed,open_long,close_long,Extreme Greed,42,85.15584575,4428.103979,1.0
RNDR,Extreme Greed,open_short,close_short,Extreme Greed,56,92.75113179661015,5472.316776,1.0
RSR,Extreme Fear,open_long,close_long,Extreme Fear,20,8.062207487179487,314.426092,0.9743589743589745
RSR,Extreme Fear,open_short,close_short,Extreme Fear,10,0.2093467647058823,3.558895,0.2352941176470588
RSR,Fear,open_long,close_long,Fear,20,7.1430655000000005,157.147441,0.8636363636363636
RSR,Fear,open_short,close_short,Fear,10,0.5295124705882354,9.001712000000001,0.4705882352941176
RSR,Neutral,open_long,close_long,Neutral,19,8.275061421052632,157.226167,1.0
RSR,Neutral,open_short,close_short,Neutral,6,-0.4671631666666667,-2.802979,0.0
RSR,Greed,open_long,close_long,Greed,20,8.167252285714286,628.878426,0.987012987012987
RSR,Greed,open_short,close_short,Greed,10,-0.2131974999999999,-5.96953,0.1071428571428571
RSR,Extreme Greed,open_long,close_long,Extreme Greed,1,-0.026242,-0.052484,0.0
RSR,Extreme Greed,open_short,close_short,Extreme Greed,4,1.3105965,10.484772,0.75
RUNE,Extreme Fear,open_long,close_long,Extreme Fear,72,-26.64614196938776,-2611.321913,0.4285714285714285
RUNE,Extreme Fear,open_short,close_short,Extreme Fear,168,29.48281794366197,6279.840222,0.6150234741784038
RUNE,Fear,open_long,close_long,Fear,71,-1.138216097560976,-140.00058000000007,0.5691056910569106
RUNE,Fear,open_short,close_short,Fear,173,38.683542087619045,20308.859596,0.7161904761904762
RUNE,Neutral,open_long,close_long,Neutral,72,30.7581391875,4921.30227,0.8125
RUNE,Neutral,open_short,close_short,Neutral,122,25.62456885046729,5483.657734,0.5
RUNE,Greed,open_long,close_long,Greed,93,-10.538906869387755,-2582.0321830000003,0.5591836734693878
RUNE,Greed,open_short,close_short,Greed,164,33.17607054545454,13867.597488,0.6818181818181818
RUNE,Extreme Greed,open_long,close_long,Extreme Greed,94,2.178321009345794,233.080348,0.6355140186915887
RUNE,Extreme Greed,open_short,close_short,Extreme Greed,129,15.084567922619048,2534.207411,0.4761904761904761
S,Extreme Fear,open_long,close_long,Extreme Fear,37,76.12787272972973,5633.462582,1.0
S,Extreme Fear,open_short,close_short,Extreme Fear,74,-149.10265448051948,-11480.904395,0.0
S,Fear,open_long,close_long,Fear,59,45.71795956097561,5623.309026,0.6016260162601627
S,Fear,open_short,close_short,Fear,76,-146.27732165605096,-45931.079,0.0
S,Neutral,open_long,close_long,Neutral,24,-0.2138984366197183,-15.186789,0.0
S,Neutral,open_short,close_short,Neutral,76,-141.8009712962963,-11485.878675,0.0
S,Greed,open_long,close_long,Greed,59,53.08212411949686,8440.057735,0.6981132075471698
S,Greed,open_short,close_short,Greed,2,-1.2435699999999998,-4.974279999999999,0.0
S,Extreme Greed,open_long,close_long,Extreme Greed,59,46.09283970491804,2811.663222,0.6065573770491803
S,Extreme Greed,open_short,close_short,Extreme Greed,76,-147.2070251923077,-22964.29593,0.0
SAND,Extreme Fear,open_long,close_long,Extreme Fear,91,-0.123578984,-15.447373,0.0
SAND,Extreme Fear,open_short,close_short,Extreme Fear,59,34.674241193181814,3051.333225,0.9431818181818182
SAND,Fear,open_long,close_long,Fear,93,-0.1192911447368421,-27.198381,0.0
SAND,Fear,open_short,close_short,Fear,62,29.96056469178082,4374.242445,0.8835616438356164
SAND,Neutral,open_long,close_long,Neutral,50,-0.1046129014084507,-7.427516,0.0
SAND,Neutral,open_short,close_short,Neutral,39,25.64878673770492,1564.575991,0.7868852459016393
SAND,Greed,open_long,close_long,Greed,94,-0.1187559702380952,-19.951003,0.0
SAND,Greed,open_short,close_short,Greed,61,26.74008004964539,3770.351287,0.900709219858156
SAND,Extreme Greed,open_long,close_long,Extreme Greed,79,-0.1212341830985915,-17.215254,0.0
SAND,Extreme Greed,open_short,close_short,Extreme Greed,55,35.518503932584274,3161.14685,0.8651685393258427
SCR,Extreme Fear,open_long,close_long,Extreme Fear,19,76.37996785714286,3207.95865,1.0
SCR,Extreme Fear,open_short,close_short,Extreme Fear,10,-0.7404604,-14.809208,0.0
SCR,Fear,open_long,close_long,Fear,19,76.37996785714286,3207.95865,1.0
SCR,Fear,open_short,close_short,Fear,10,-0.7404604,-14.809208,0.0
SCR,Neutral,open_long,close_long,Neutral,0,,0.0,
SCR,Neutral,open_short,close_short,Neutral,0,,0.0,
SCR,Greed,open_long,close_long,Greed,19,76.37996785714286,1603.979325,1.0
SCR,Greed,open_short,close_short,Greed,10,-0.7404604,-7.404604,0.0
SCR,Extreme Greed,open_long,close_long,Extreme Greed,19,76.37996785714286,3207.95865,1.0
SCR,Extreme Greed,open_short,close_short,Extreme Greed,10,-0.7404604,-14.809208,0.0
SEI,Extreme Fear,open_long,close_long,Extreme Fear,39,-3.8466543518518512,-207.719335,0.3333333333333333
SEI,Extreme Fear,open_short,close_short,Extreme Fear,19,320.67522911538464,8337.555957,0.3076923076923077
SEI,Fear,open_long,close_long,Fear,165,2.682534529268293,1099.839157,0.7390243902439024
SEI,Fear,open_short,close_short,Fear,33,225.72315745454543,24829.54732,0.2
SEI,Neutral,open_long,close_long,Neutral,141,13.594403977142855,2379.020696,0.68
SEI,Neutral,open_short,close_short,Neutral,10,636.4521723846154,8273.878241,0.6153846153846154
SEI,Greed,open_long,close_long,Greed,164,11.97567786327504,7532.701376,0.8028616852146264
SEI,Greed,open_short,close_short,Greed,33,114.30320734285714,8001.224513999999,0.2
SEI,Extreme Greed,open_long,close_long,Extreme Greed,160,8.382697632978722,1575.9471549999998,0.7819148936170213
SEI,Extreme Greed,open_short,close_short,Extreme Greed,31,385.9330423255814,16595.12082,0.2558139534883721
SHIA,Extreme Fear,open_long,close_long,Extreme Fear,3,91.12485633333334,546.749138,1.0
SHIA,Extreme Fear,open_short,close_short,Extreme Fear,1,-0.114717,-0.114717,0.0
SHIA,Fear,open_long,close_long,Fear,0,,0.0,
SHIA,Fear,open_short,close_short,Fear,1,-0.114717,-0.114717,0.0
SHIA,Neutral,open_long,close_long,Neutral,0,,0.0,
SHIA,Neutral,open_short,close_short,Neutral,1,-0.114717,-0.344151,0.0
SHIA,Greed,open_long,close_long,Greed,3,91.12485633333334,1093.498276,1.0
SHIA,Greed,open_short,close_short,Greed,0,,0.0,
SHIA,Extreme Greed,open_long,close_long,Extreme Greed,3,91.12485633333333,273.37456899999995,1.0
SHIA,Extreme Greed,open_short,close_short,Extreme Greed,1,-0.114717,-0.229434,0.0
SOL,Extreme Fear,open_long,close_long,Extreme Fear,1289,114.933843801862,962915.743372,0.4773215564573884
SOL,Extreme Fear,open_short,close_short,Extreme Fear,1272,144.36059988574718,1128322.448707,0.2743091095189355
SOL,Fear,open_long,close_long,Fear,1297,119.9769110275938,1304388.976692,0.5359639440765268
SOL,Fear,open_short,close_short,Fear,1301,174.99792328540437,2016676.067941,0.3031065602221451
SOL,Neutral,open_long,close_long,Neutral,1086,128.33119416229837,636522.723045,0.5076612903225807
SOL,Neutral,open_short,close_short,Neutral,1102,191.13130614428903,819953.303359,0.2843822843822843
SOL,Greed,open_long,close_long,Greed,1275,153.7418849555952,1637658.558547,0.4941794968081111
SOL,Greed,open_short,close_short,Greed,1276,229.0398967945256,2493557.356402,0.287498851841646
SOL,Extreme Greed,open_long,close_long,Extreme Greed,1207,101.75381670324307,646340.243699,0.4949622166246851
SOL,Extreme Greed,open_short,close_short,Extreme Greed,1186,207.2370438748502,1210471.573273,0.2889916110255093
SPX,Extreme Fear,open_long,close_long,Extreme Fear,13,-0.3053005384615384,-3.968907,0.0
SPX,Extreme Fear,open_short,close_short,Extreme Fear,69,89.89551425882352,7641.118711999999,0.976470588235294
SPX,Fear,open_long,close_long,Fear,13,-0.4097621052631578,-7.78548,0.0
SPX,Fear,open_short,close_short,Fear,69,82.22731511764705,11182.914856,0.9852941176470588
SPX,Neutral,open_long,close_long,Neutral,11,-0.1747015833333333,-4.192838,0.0
SPX,Neutral,open_short,close_short,Neutral,50,49.454267916666666,3560.70729,0.9166666666666666
SPX,Greed,open_long,close_long,Greed,9,-0.6758177272727273,-7.433994999999999,0.0
SPX,Greed,open_short,close_short,Greed,66,101.49390051937984,13092.713167,0.992248062015504
SPX,Extreme Greed,open_long,close_long,Extreme Greed,13,-0.183380375,-4.401129,0.0
SPX,Extreme Greed,open_short,close_short,Extreme Greed,69,60.15498348421053,5714.723431,0.968421052631579
STG,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
STG,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
STG,Fear,open_long,close_long,Fear,4,43.280307,346.242456,1.0
STG,Fear,open_short,close_short,Fear,1,6.531479,6.531479,1.0
STG,Neutral,open_long,close_long,Neutral,4,43.28030699999999,173.12122799999997,1.0
STG,Neutral,open_short,close_short,Neutral,1,6.531479,13.062958,1.0
STG,Greed,open_long,close_long,Greed,4,43.280307,692.484912,1.0
STG,Greed,open_short,close_short,Greed,1,6.531479,26.125916,1.0
STG,Extreme Greed,open_long,close_long,Extreme Greed,4,43.28030699999999,173.12122799999997,1.0
STG,Extreme Greed,open_short,close_short,Extreme Greed,1,6.531479,6.531479,1.0
STRK,Extreme Fear,open_long,close_long,Extreme Fear,18,-80.42333545,-1608.466709,0.0
STRK,Extreme Fear,open_short,close_short,Extreme Fear,26,4.274271935483871,132.50243,0.8387096774193549
STRK,Fear,open_long,close_long,Fear,18,-76.59244128571429,-3216.882534,0.0
STRK,Fear,open_short,close_short,Fear,26,3.0208955294117645,205.420896,0.8529411764705882
STRK,Neutral,open_long,close_long,Neutral,10,-160.8027545,-1608.027545,0.0
STRK,Neutral,open_short,close_short,Neutral,7,-0.5547189999999999,-3.8830329999999993,0.2857142857142857
STRK,Greed,open_long,close_long,Greed,18,-126.9578759736842,-4824.399287,0.0
STRK,Greed,open_short,close_short,Greed,26,1.8121778888888889,65.238404,0.5833333333333334
STRK,Extreme Greed,open_long,close_long,Extreme Greed,18,-61.87157111538461,-1608.660849,0.0
STRK,Extreme Greed,open_short,close_short,Extreme Greed,26,3.745968911111111,168.568601,0.8888888888888888
STX,Extreme Fear,open_long,close_long,Extreme Fear,75,13.383083625,1391.840697,0.3365384615384615
STX,Extreme Fear,open_short,close_short,Extreme Fear,15,9.209464,377.588024,1.0
STX,Fear,open_long,close_long,Fear,97,12.2864247752809,3280.475415,0.299625468164794
STX,Fear,open_short,close_short,Fear,15,11.530629285714284,403.572025,1.0
STX,Neutral,open_long,close_long,Neutral,83,21.653142573099416,3702.68738,0.5555555555555556
STX,Neutral,open_short,close_short,Neutral,4,19.78153125,79.126125,1.0
STX,Greed,open_long,close_long,Greed,91,11.520509256198348,1393.98162,0.2892561983471074
STX,Greed,open_short,close_short,Greed,12,13.098234733333332,196.473521,1.0
STX,Extreme Greed,open_long,close_long,Extreme Greed,97,9.132471256578947,1388.135631,0.2302631578947368
STX,Extreme Greed,open_short,close_short,Extreme Greed,15,7.169308485714287,250.925797,1.0
SUI,Extreme Fear,open_long,close_long,Extreme Fear,618,166.04794616112855,264846.474127,0.5492163009404388
SUI,Extreme Fear,open_short,close_short,Extreme Fear,548,16.52322794293866,23165.565576,0.2960057061340941
SUI,Fear,open_long,close_long,Fear,630,221.14485580084155,473028.846558,0.6180458158017765
SUI,Fear,open_short,close_short,Fear,576,5.0428521624236256,9904.161647,0.2886965376782077
SUI,Neutral,open_long,close_long,Neutral,351,116.6129997752809,62271.34188,0.5355805243445693
SUI,Neutral,open_short,close_short,Neutral,316,6.625535474895397,3167.005957,0.2384937238493724
SUI,Greed,open_long,close_long,Greed,618,174.3437322645895,352523.026639,0.56973293768546
SUI,Greed,open_short,close_short,Greed,565,13.788770913228156,22723.894465,0.2263349514563107
SUI,Extreme Greed,open_long,close_long,Extreme Greed,548,199.7561188689655,231717.097888,0.5637931034482758
SUI,Extreme Greed,open_short,close_short,Extreme Greed,561,7.712151981205951,9848.41808,0.3484729835552075
SUPER,Extreme Fear,open_long,close_long,Extreme Fear,1,-0.066811,-0.066811,0.0
SUPER,Extreme Fear,open_short,close_short,Extreme Fear,4,8.744431,34.977724,1.0
SUPER,Fear,open_long,close_long,Fear,3,-0.0410014,-0.410014,0.0
SUPER,Fear,open_short,close_short,Fear,4,8.901572090909092,97.917293,1.0
SUPER,Neutral,open_long,close_long,Neutral,1,-0.066811,-0.066811,0.0
SUPER,Neutral,open_short,close_short,Neutral,3,4.685264666666667,14.055794,1.0
SUPER,Greed,open_long,close_long,Greed,3,-0.045303,-0.271818,0.0
SUPER,Greed,open_short,close_short,Greed,4,8.3987206,41.993603,1.0
SUPER,Extreme Greed,open_long,close_long,Extreme Greed,3,-0.045303,-0.135909,0.0
SUPER,Extreme Greed,open_short,close_short,Extreme Greed,4,11.1799308,55.899654,1.0
SUSHI,Extreme Fear,open_long,close_long,Extreme Fear,45,0.0003220786516853,0.0286650000000004,0.0898876404494382
SUSHI,Extreme Fear,open_short,close_short,Extreme Fear,45,9.575277023809525,804.32327,0.6071428571428571
SUSHI,Fear,open_long,close_long,Fear,46,3.1213250625000004,299.64720600000004,0.09375
SUSHI,Fear,open_short,close_short,Fear,45,6.013924021052631,571.322782,0.6210526315789474
SUSHI,Neutral,open_long,close_long,Neutral,4,112.71624925,901.729994,0.375
SUSHI,Neutral,open_short,close_short,Neutral,7,-28.026178000000005,-420.39267000000007,0.6
SUSHI,Greed,open_long,close_long,Greed,45,16.40458981818182,902.25244,0.1272727272727272
SUSHI,Greed,open_short,close_short,Greed,45,8.937847054545454,491.581588,0.6727272727272727
SUSHI,Extreme Greed,open_long,close_long,Extreme Greed,46,3.3756460112359545,300.432495,0.1011235955056179
SUSHI,Extreme Greed,open_short,close_short,Extreme Greed,45,7.347148817073172,602.4662030000001,0.5975609756097561
TAO,Extreme Fear,open_long,close_long,Extreme Fear,342,11.65793176923077,9396.293006,0.4044665012406948
TAO,Extreme Fear,open_short,close_short,Extreme Fear,306,23.393456815336464,14948.418905,0.701095461658842
TAO,Fear,open_long,close_long,Fear,426,10.988405142094017,10285.147213,0.5747863247863247
TAO,Fear,open_short,close_short,Fear,384,31.35075143920336,29908.616873,0.5817610062893082
TAO,Neutral,open_long,close_long,Neutral,306,-4.022321835106383,-1512.39301,0.5079787234042553
TAO,Neutral,open_short,close_short,Neutral,314,19.811165187866926,10123.505411,0.5322896281800391
TAO,Greed,open_long,close_long,Greed,426,8.266633394156843,16128.201752,0.5797027165556125
TAO,Greed,open_short,close_short,Greed,384,16.822207092152627,23366.045651,0.5176385889128869
TAO,Extreme Greed,open_long,close_long,Extreme Greed,222,13.025506054631828,5483.738049,0.8123515439429929
TAO,Extreme Greed,open_short,close_short,Extreme Greed,217,31.41991504960836,12033.827464,0.402088772845953
TIA,Extreme Fear,open_long,close_long,Extreme Fear,109,34.01859542035398,7688.202565,0.2920353982300885
TIA,Extreme Fear,open_short,close_short,Extreme Fear,127,37.095142047008544,8680.263239,0.6111111111111112
TIA,Fear,open_long,close_long,Fear,108,25.699436844202896,7093.044569,0.3188405797101449
TIA,Fear,open_short,close_short,Fear,99,95.98138261313868,26298.898836,0.708029197080292
TIA,Neutral,open_long,close_long,Neutral,71,-24.882784677966104,-2936.1685920000004,0.1186440677966101
TIA,Neutral,open_short,close_short,Neutral,66,143.8145596385542,11936.60845,0.7469879518072289
TIA,Greed,open_long,close_long,Greed,129,36.4220343201581,9214.774683,0.300395256916996
TIA,Greed,open_short,close_short,Greed,131,52.439001134408606,9753.654211,0.5698924731182796
TIA,Extreme Greed,open_long,close_long,Extreme Greed,109,37.270350674876845,7565.881187,0.2857142857142857
TIA,Extreme Greed,open_short,close_short,Extreme Greed,120,74.30240619148937,17461.065455,0.6723404255319149
TNSR,Extreme Fear,open_long,close_long,Extreme Fear,226,-0.157396898076923,-81.846387,0.0115384615384615
TNSR,Extreme Fear,open_short,close_short,Extreme Fear,207,16.665973959183674,7349.694516,0.9569160997732428
TNSR,Fear,open_long,close_long,Fear,246,-0.1717919616666666,-103.075177,0.0
TNSR,Fear,open_short,close_short,Fear,242,14.970891770642202,8159.136015,0.8825688073394495
TNSR,Neutral,open_long,close_long,Neutral,215,-0.1278835797546012,-41.690047,0.0122699386503067
TNSR,Neutral,open_short,close_short,Neutral,206,10.05295103154574,3186.785477,0.9022082018927444
TNSR,Greed,open_long,close_long,Greed,226,-0.140640824742268,-68.2108,0.0082474226804123
TNSR,Greed,open_short,close_short,Greed,226,24.259172913957936,12687.547434,0.9273422562141492
TNSR,Extreme Greed,open_long,close_long,Extreme Greed,233,-0.1994754307359307,-92.157649,0.0
TNSR,Extreme Greed,open_short,close_short,Extreme Greed,207,15.37869688279302,6166.85745,0.7805486284289277
TON,Extreme Fear,open_long,close_long,Extreme Fear,19,-0.9430764411764706,-32.064599,0.1764705882352941
TON,Extreme Fear,open_short,close_short,Extreme Fear,8,-0.6764021875,-10.822435,0.0
TON,Fear,open_long,close_long,Fear,19,-1.373997105263158,-26.105945,0.1578947368421052
TON,Fear,open_short,close_short,Fear,8,-0.74745525,-5.979642,0.0
TON,Neutral,open_long,close_long,Neutral,19,-2.4592787777777776,-66.400527,0.1111111111111111
TON,Neutral,open_short,close_short,Neutral,8,-1.106746,-11.06746,0.0
TON,Greed,open_long,close_long,Greed,19,-1.373997105263158,-26.105945,0.1578947368421052
TON,Greed,open_short,close_short,Greed,8,-0.8207446666666667,-7.386702,0.0
TON,Extreme Greed,open_long,close_long,Extreme Greed,19,-0.9430764411764706,-32.064599,0.1764705882352941
TON,Extreme Greed,open_short,close_short,Extreme Greed,7,-0.5077888461538461,-6.601255,0.0
TRUMP,Extreme Fear,open_long,close_long,Extreme Fear,577,18.22807985112564,25100.065955,0.2033405954974582
TRUMP,Extreme Fear,open_short,close_short,Extreme Fear,529,-536.8654735324042,-770401.954519,0.4885017421602787
TRUMP,Fear,open_long,close_long,Fear,620,40.33390582312925,71149.009872,0.3996598639455782
TRUMP,Fear,open_short,close_short,Fear,575,-310.6307460721817,-383007.709907,0.3236009732360097
TRUMP,Neutral,open_long,close_long,Neutral,436,82.00268733154259,106849.501593,0.6016884113584037
TRUMP,Neutral,open_short,close_short,Neutral,329,-38.72524614301192,-35743.40219,0.1755146262188515
TRUMP,Greed,open_long,close_long,Greed,572,17.56193334220018,38952.368153,0.2547339945897204
TRUMP,Greed,open_short,close_short,Greed,520,-830.830204644571,-2043011.473221,0.3594957299715331
TRUMP,Extreme Greed,open_long,close_long,Extreme Greed,451,63.81181005110896,66172.847023,0.4281581485053037
TRUMP,Extreme Greed,open_short,close_short,Extreme Greed,345,-6.685737242424245,-4853.845238000002,0.3636363636363636
TRX,Extreme Fear,open_long,close_long,Extreme Fear,52,-0.1813189732142857,-20.307725,0.0
TRX,Extreme Fear,open_short,close_short,Extreme Fear,24,33.59838505454545,1847.911178,0.4909090909090909
TRX,Fear,open_long,close_long,Fear,52,-0.1855753365384615,-19.299835,0.0
TRX,Fear,open_short,close_short,Fear,24,17.627303422222223,793.228654,0.3777777777777777
TRX,Neutral,open_long,close_long,Neutral,0,,0.0,
TRX,Neutral,open_short,close_short,Neutral,0,,0.0,
TRX,Greed,open_long,close_long,Greed,48,-0.1879589,-9.397945,0.0
TRX,Greed,open_short,close_short,Greed,19,6.6471848,132.943696,0.3
TRX,Extreme Greed,open_long,close_long,Extreme Greed,52,-0.1813189732142857,-20.307725,0.0
TRX,Extreme Greed,open_short,close_short,Extreme Greed,24,33.59838505454545,1847.911178,0.4909090909090909
TST,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
TST,Extreme Fear,open_short,close_short,Extreme Fear,25,9.411947384615384,244.710632,1.0
TST,Fear,open_long,close_long,Fear,66,46.85110131972789,6887.111894,0.5238095238095238
TST,Fear,open_short,close_short,Fear,81,-0.2605343294117601,-44.29083599999922,0.6470588235294118
TST,Neutral,open_long,close_long,Neutral,66,59.078211135416666,5671.508269,0.6354166666666666
TST,Neutral,open_short,close_short,Neutral,81,13.389176708029202,1834.3172090000007,0.7664233576642335
TST,Greed,open_long,close_long,Greed,66,42.353252258536585,8682.416713,0.4878048780487805
TST,Greed,open_short,close_short,Greed,81,-9.317655696078427,-1900.801762,0.5686274509803921
TST,Extreme Greed,open_long,close_long,Extreme Greed,66,42.61449096875,5454.654844,0.453125
TST,Extreme Greed,open_short,close_short,Extreme Greed,81,-2.1755145944055907,-311.0985869999995,0.5804195804195804
TURBO,Extreme Fear,open_long,close_long,Extreme Fear,29,240.45677495238093,15148.776822,0.6666666666666666
TURBO,Extreme Fear,open_short,close_short,Extreme Fear,46,14.541737882352942,988.838176,0.6176470588235294
TURBO,Fear,open_long,close_long,Fear,25,291.3426118269231,15149.815815,0.8076923076923077
TURBO,Fear,open_short,close_short,Fear,43,22.872003606837605,2676.024422,0.7435897435897436
TURBO,Neutral,open_long,close_long,Neutral,5,-0.1165242,-1.165242,0.0
TURBO,Neutral,open_short,close_short,Neutral,26,31.41224843333333,942.367453,1.0
TURBO,Greed,open_long,close_long,Greed,29,216.39771094285712,7573.919883,0.6
TURBO,Greed,open_short,close_short,Greed,46,27.7851512244898,2722.94482,0.8571428571428571
TURBO,Extreme Greed,open_long,close_long,Extreme Greed,25,303.00340500000004,15150.17025,0.84
TURBO,Extreme Greed,open_short,close_short,Extreme Greed,20,0.4652674500000001,18.610698000000003,0.3
UNI,Extreme Fear,open_long,close_long,Extreme Fear,26,-0.3885295217391304,-17.872358000000002,0.0217391304347826
UNI,Extreme Fear,open_short,close_short,Extreme Fear,18,25.94776432,648.694108,0.84
UNI,Fear,open_long,close_long,Fear,23,0.9088976875,29.084726,0.0625
UNI,Fear,open_short,close_short,Fear,19,13.982685285714286,489.393985,0.8857142857142857
UNI,Neutral,open_long,close_long,Neutral,21,-2.5267582,-88.436537,0.0571428571428571
UNI,Neutral,open_short,close_short,Neutral,13,12.630152846153846,328.383974,0.5384615384615384
UNI,Greed,open_long,close_long,Greed,21,1.1002010789473684,41.807641,0.0263157894736842
UNI,Greed,open_short,close_short,Greed,15,22.52365635483872,698.2333470000001,1.0
UNI,Extreme Greed,open_long,close_long,Extreme Greed,25,-1.629594914893617,-76.59096100000001,0.0212765957446808
UNI,Extreme Greed,open_short,close_short,Extreme Greed,17,15.486323320000002,387.158083,0.68
UNIBOT,Extreme Fear,open_long,close_long,Extreme Fear,2,162.36174150000002,649.4469660000001,1.0
UNIBOT,Extreme Fear,open_short,close_short,Extreme Fear,1,-0.19776,-0.39552,0.0
UNIBOT,Fear,open_long,close_long,Fear,0,,0.0,
UNIBOT,Fear,open_short,close_short,Fear,0,,0.0,
UNIBOT,Neutral,open_long,close_long,Neutral,2,162.36174150000002,324.72348300000004,1.0
UNIBOT,Neutral,open_short,close_short,Neutral,0,,0.0,
UNIBOT,Greed,open_long,close_long,Greed,2,162.36174150000002,649.4469660000001,1.0
UNIBOT,Greed,open_short,close_short,Greed,1,-0.19776,-0.79104,0.0
UNIBOT,Extreme Greed,open_long,close_long,Extreme Greed,2,162.36174150000002,649.4469660000001,1.0
UNIBOT,Extreme Greed,open_short,close_short,Extreme Greed,1,-0.19776,-0.19776,0.0
USTC,Extreme Fear,open_long,close_long,Extreme Fear,24,0.4931633749999999,11.835921,0.8333333333333334
USTC,Extreme Fear,open_short,close_short,Extreme Fear,20,3.626340200000001,72.52680400000001,0.05
USTC,Fear,open_long,close_long,Fear,25,6.590702651162791,283.400214,0.8372093023255814
USTC,Fear,open_short,close_short,Fear,20,1.9334197027027027,71.536529,0.027027027027027
USTC,Neutral,open_long,close_long,Neutral,25,14.064093859649123,801.65335,0.8421052631578947
USTC,Neutral,open_short,close_short,Neutral,20,5.08303923255814,218.570687,0.0697674418604651
USTC,Greed,open_long,close_long,Greed,25,29.26364188888889,790.1183310000001,0.8518518518518519
USTC,Greed,open_short,close_short,Greed,20,3.626340200000001,72.52680400000001,0.05
USTC,Extreme Greed,open_long,close_long,Extreme Greed,25,10.85053564,271.263391,0.84
USTC,Extreme Greed,open_short,close_short,Extreme Greed,20,3.626340200000001,72.52680400000001,0.05
USUAL,Extreme Fear,open_long,close_long,Extreme Fear,182,0.4164544987341776,164.49952700000017,0.1848101265822785
USUAL,Extreme Fear,open_short,close_short,Extreme Fear,251,202.74726114236708,118201.653246,0.8198970840480274
USUAL,Fear,open_long,close_long,Fear,188,10.833855725806451,5373.59244,0.4193548387096774
USUAL,Fear,open_short,close_short,Fear,219,333.1572118857143,128265.526576,0.8077922077922078
USUAL,Neutral,open_long,close_long,Neutral,110,14.655172891304346,2696.551812,0.4945652173913043
USUAL,Neutral,open_short,close_short,Neutral,152,32.659254108910886,6597.16933,0.599009900990099
USUAL,Greed,open_long,close_long,Greed,204,-1.1383934351297402,-570.3351109999999,0.18562874251497
USUAL,Greed,open_short,close_short,Greed,248,358.9179016252129,210684.808254,0.8347529812606473
